     529, 0.000000E+00, 0.000000E+00, 0.000000E+00
     630, 0.000000E+00, 0.000000E+00, 0.000000E+00
     730, 0.268947E+01,-0.197300E-01,-0.775018E-01
    1081,-0.740792E+00,-0.135302E+00,-0.171020E+01
    1111, 0.323757E+00, 0.437841E-01,-0.174414E+01
    1159, 0.265614E+01,-0.306703E-01,-0.182507E+01
    1345,-0.946818E+00,-0.123550E+00,-0.338018E+01
    1375, 0.281824E+00, 0.879329E-01,-0.335452E+01
    1423, 0.249164E+01,-0.301951E-01,-0.336798E+01
    1635,-0.924330E+00,-0.312359E-01,-0.491075E+01
    1669, 0.131802E+00, 0.107348E+00,-0.500547E+01
    1717, 0.218571E+01,-0.375007E-01,-0.502348E+01
    2803,-0.811332E+00, 0.222858E+00,-0.719241E+01
    2900, 0.924706E-02,-0.407112E-01,-0.698240E+01
    2967, 0.157439E+01,-0.137207E+00,-0.687988E+01
    3611,-0.462324E+00, 0.662395E+00,-0.824532E+01
    3641,-0.176126E+00, 0.549819E+00,-0.814995E+01
    3689, 0.769952E+00,-0.434532E+00,-0.790300E+01
    3885,-0.259410E+00, 0.112668E+01,-0.833106E+01
    3915,-0.300101E+00, 0.108382E+01,-0.836987E+01
    3963, 0.762201E-01,-0.717566E+00,-0.818721E+01
    4360, 0.113453E+00, 0.129493E+01,-0.796612E+01
    4459,-0.302367E+00, 0.639128E+00,-0.800091E+01
    4543,-0.805119E+00,-0.954870E+00,-0.791333E+01
    4875, 0.424741E+00, 0.911540E+00,-0.708040E+01
    4942,-0.309703E+00, 0.522075E+00,-0.713903E+01
    4990,-0.151397E+01,-0.100264E+01,-0.702816E+01
    5053, 0.539771E+00, 0.494825E+00,-0.603137E+01
    5248,-0.248639E+00, 0.293412E+00,-0.599938E+01
    5296,-0.210242E+01,-0.885989E+00,-0.582242E+01
    5803, 0.691632E+00, 0.254296E+00,-0.413232E+01
    5971,-0.211004E+00, 0.602976E-02,-0.399754E+01
    6227,-0.268328E+01,-0.575781E+00,-0.386175E+01
    6633,-0.210864E+00, 0.383504E-01,-0.183958E+01
    6681, 0.561067E+00, 0.113815E+00,-0.136573E+01
    6725, 0.000000E+00, 0.000000E+00, 0.000000E+00
    6840,-0.298015E+01,-0.272546E+00,-0.196794E+01
    6858,-0.304052E+01, 0.336426E-01,-0.148289E+00
    6926, 0.000000E+00, 0.000000E+00, 0.000000E+00
