     529, 0.000000E+00, 0.000000E+00, 0.000000E+00
     630, 0.000000E+00, 0.000000E+00, 0.000000E+00
     730,-0.337986E+00, 0.734242E+00,-0.253937E-01
    1081, 0.116744E+00,-0.183399E+01, 0.762987E-03
    1111, 0.207483E+00,-0.200929E+01, 0.172467E-01
    1159,-0.990703E+00, 0.589624E+01, 0.196186E-01
    1345, 0.330721E+00,-0.403047E+01,-0.219679E-01
    1375, 0.535727E+00,-0.460481E+01,-0.419849E-02
    1423,-0.127194E+01, 0.806019E+01, 0.323927E-01
    1635, 0.388186E+00,-0.454617E+01,-0.170342E+00
    1669, 0.398495E+00,-0.378049E+01,-0.441355E-02
    1717,-0.113965E+01, 0.703086E+01, 0.673002E-01
    2803, 0.382366E+00,-0.261107E+01,-0.506498E+00
    2900, 0.165281E+00,-0.224209E+01, 0.955707E-01
    2967,-0.425692E+00, 0.170808E+01, 0.115878E+00
    3611,-0.532937E-01, 0.985537E+00, 0.847422E-01
    3641,-0.459141E+00, 0.244148E+01, 0.115015E+00
    3689, 0.346236E+00,-0.409680E+01, 0.138360E+00
    3885,-0.538117E+00, 0.418150E+01, 0.182998E+00
    3915,-0.103671E+01, 0.682499E+01, 0.175583E+00
    3963, 0.665027E+00,-0.644363E+01, 0.176215E+00
    4360,-0.960312E+00, 0.684737E+01, 0.217046E+00
    4459, 0.154380E+00,-0.214585E+01, 0.218034E+00
    4543, 0.394625E+00,-0.424374E+01, 0.212582E+00
    4875,-0.104782E+01, 0.720122E+01, 0.218350E+00
    4942, 0.245452E+01,-0.195439E+02, 0.212366E+00
    4990,-0.458416E+00, 0.236596E+01, 0.199310E+00
    5053,-0.888151E+00, 0.569210E+01, 0.199226E+00
    5248, 0.152208E+01,-0.125185E+02, 0.180139E+00
    5296,-0.125257E+01, 0.848664E+01, 0.147058E+00
    5803,-0.554842E+00, 0.287760E+01, 0.220546E+00
    5971,-0.184250E+01, 0.131037E+02, 0.119071E+00
    6227,-0.160336E+01, 0.110680E+02, 0.190356E-01
    6633,-0.142261E+01, 0.103663E+02, 0.321383E-01
    6681,-0.248149E+00, 0.896154E+00, 0.684646E-01
    6725, 0.000000E+00, 0.000000E+00, 0.000000E+00
    6840,-0.120319E+01, 0.778280E+01, 0.120312E-01
    6858,-0.409308E+00, 0.144243E+01, 0.310735E-01
    6926, 0.000000E+00, 0.000000E+00, 0.000000E+00
