     529, 0.000000E+00, 0.000000E+00, 0.000000E+00
     630, 0.000000E+00, 0.000000E+00, 0.000000E+00
     730, 0.367282E-01, 0.933504E-01, 0.106957E-01
    1081, 0.216829E+00,-0.222761E+01, 0.839156E-02
    1111,-0.196021E+01, 0.149220E+02, 0.182120E-02
    1159, 0.175370E+00,-0.106038E+01,-0.238315E-01
    1345, 0.575077E+00,-0.516445E+01,-0.118616E-01
    1375,-0.313920E+01, 0.238986E+02,-0.167382E-01
    1423, 0.345734E+00,-0.233585E+01,-0.317411E-01
    1635, 0.855438E+00,-0.677600E+01, 0.698264E-02
    1669,-0.989417E+00, 0.788573E+01,-0.363749E-01
    1717, 0.466887E+00,-0.330204E+01,-0.430788E-01
    2803, 0.105058E+01,-0.685054E+01, 0.259185E-02
    2900, 0.123183E+01,-0.856136E+01,-0.199412E-01
    2967, 0.484202E+00,-0.359801E+01, 0.217015E-01
    3611, 0.937108E+00,-0.484358E+01, 0.206481E+00
    3641,-0.853260E+00, 0.741573E+01, 0.164864E+00
    3689, 0.329872E+00,-0.244667E+01, 0.150071E+00
    3885, 0.576681E+00,-0.191329E+01, 0.288584E+00
    3915,-0.252432E+01, 0.201274E+02, 0.293203E+00
    3963, 0.181871E+00,-0.116025E+01, 0.276820E+00
    4360,-0.132359E+00, 0.261547E+01, 0.398312E+00
    4459,-0.896303E+00, 0.780771E+01, 0.407105E+00
    4543, 0.142261E+00,-0.462613E+00, 0.396156E+00
    4875,-0.376953E+00, 0.369979E+01, 0.417265E+00
    4942,-0.194730E-01, 0.106861E+01, 0.433869E+00
    4990, 0.396688E+00,-0.196988E+01, 0.422825E+00
    5053,-0.387380E+00, 0.304795E+01, 0.386330E+00
    5248, 0.456884E+00,-0.268039E+01, 0.402201E+00
    5296, 0.640260E+00,-0.342899E+01, 0.398093E+00
    5803,-0.264098E+00, 0.150863E+01, 0.245804E+00
    5971, 0.455645E+00,-0.291050E+01, 0.288867E+00
    6227, 0.745253E+00,-0.378374E+01, 0.314512E+00
    6633, 0.213733E+00,-0.128807E+01, 0.146636E+00
    6681,-0.112803E+00, 0.477306E+00, 0.790707E-01
    6725, 0.000000E+00, 0.000000E+00, 0.000000E+00
    6840, 0.602190E+00,-0.242431E+01, 0.166110E+00
    6858, 0.340309E+00,-0.339204E+00, 0.100247E-01
    6926, 0.000000E+00, 0.000000E+00, 0.000000E+00
