;col1=time, 2=distance
#I=0,200,0.4; D:\DISKBILD\PRODUCT\PROVSM\Appexmpl\CHEMENG\Gpjif.vsm  @ Thu Nov 13 09:53:01 1997
0	0	0
0.4	0	0
0.8	0	0
0.2	0	0.00125
0.6	0	0.00125
1	10	0.0025
0.4	0	0.0025
0.8	0	0.0025
0.2	1.4706	0.00375
0.6	0	0.00375
1	10	0.005
0.4	0	0.005
0.8	0.03603	0.005
0.2	6.2805	0.00625
0.6	0	0.00625
1	10	0.0075
0.4	0	0.0075
0.8	0.2119	0.0075
0.2	11.48	0.00875
0.6	0	0.00875
1	10	0.01
0.4	0.024215	0.01
0.8	0.46834	0.01
0.2	16.28	0.01125
0.6	0.00065947	0.01125
1	10	0.0125
0.4	0.13429	0.0125
0.8	0.75402	0.0125
0.2	20.543	0.01375
0.6	0.0043408	0.01375
1	10	0.015
0.4	0.37323	0.015
0.8	1.0424	0.015
0.2	24.3	0.01625
0.6	0.014091	0.01625
1	10	0.0175
0.4	0.75257	0.0175
0.8	1.3212	0.0175
0.2	27.616	0.01875
0.6	0.033194	0.01875
1	10	0.02
0.4	1.2633	0.02
0.8	1.5853	0.02
0.2	30.56	0.02125
0.6	0.065171	0.02125
1	10	0.0225
0.4	1.8869	0.0225
0.8	1.833	0.0225
0.2	33.188	0.02375
0.6	0.11357	0.02375
1	10	0.025
0.4	2.6026	0.025
0.8	2.0642	0.025
0.2	35.55	0.02625
0.6	0.18162	0.02625
1	10	0.0275
0.4	3.3904	0.0275
0.8	2.28	0.0275
0.2	37.686	0.02875
0.6	0.27191	0.02875
1	10	0.03
0.4	4.2327	0.03
0.8	2.4815	0.03
0.2	39.628	0.03125
0.6	0.38631	0.03125
1	10	0.0325
0.4	5.1146	0.0325
0.8	2.6702	0.0325
0.2	41.403	0.03375
0.6	0.52588	0.03375
1	10	0.035
0.4	6.0241	0.035
0.8	2.8476	0.035
0.2	43.033	0.03625
0.6	0.69098	0.03625
1	10	0.0375
0.4	6.9511	0.0375
0.8	3.0153	0.0375
0.2	44.536	0.03875
0.6	0.88139	0.03875
1	10	0.04
0.4	7.8878	0.04
0.8	3.1749	0.04
0.2	45.928	0.04125
0.6	1.0964	0.04125
1	10	0.0425
0.4	8.8279	0.0425
0.8	3.3278	0.0425
0.2	47.222	0.04375
0.6	1.3349	0.04375
1	10	0.045
0.4	9.7664	0.045
0.8	3.4754	0.045
0.2	48.428	0.04625
0.6	1.5957	0.04625
1	10	0.0475
0.4	10.7	0.0475
0.8	3.6191	0.0475
0.2	49.556	0.04875
0.6	1.8773	0.04875
1	10	0.05
0.4	11.624	0.05
0.8	3.7599	0.05
0.2	50.615	0.05125
0.6	2.1781	0.05125
1	10	0.0525
0.4	12.539	0.0525
0.8	3.8989	0.0525
0.2	51.61	0.05375
0.6	2.4965	0.05375
1	10	0.055
0.4	13.44	0.055
0.8	4.0372	0.055
0.2	52.548	0.05625
0.6	2.831	0.05625
1	10	0.0575
0.4	14.328	0.0575
0.8	4.1754	0.0575
0.2	53.435	0.05875
0.6	3.18	0.05875
1	10	0.06
0.4	15.201	0.06
0.8	4.3144	0.06
0.2	54.274	0.06125
0.6	3.542	0.06125
1	10	0.0625
0.4	16.059	0.0625
0.8	4.4547	0.0625
0.2	55.071	0.06375
0.6	3.9156	0.06375
1	10	0.065
0.4	16.901	0.065
0.8	4.5968	0.065
0.2	55.828	0.06625
0.6	4.2995	0.06625
1	10	0.0675
0.4	17.727	0.0675
0.8	4.7411	0.0675
0.2	56.55	0.06875
0.6	4.6924	0.06875
1	10	0.07
0.4	18.537	0.07
0.8	4.888	0.07
0.2	57.237	0.07125
0.6	5.0932	0.07125
1	10	0.0725
0.4	19.331	0.0725
0.8	5.0377	0.0725
0.2	57.895	0.07375
0.6	5.5007	0.07375
1	10	0.075
0.4	20.109	0.075
0.8	5.1903	0.075
0.2	58.524	0.07625
0.6	5.914	0.07625
1	10	0.0775
0.4	20.87	0.0775
0.8	5.3461	0.0775
0.2	59.126	0.07875
0.6	6.3322	0.07875
1	10	0.08
0.4	21.617	0.08
0.8	5.505	0.08
0.2	59.704	0.08125
0.6	6.7544	0.08125
1	10	0.0825
0.4	22.347	0.0825
0.8	5.6672	0.0825
0.2	60.259	0.08375
0.6	7.1798	0.08375
1	10	0.085
0.4	23.063	0.085
0.8	5.8325	0.085
0.2	60.793	0.08625
0.6	7.6077	0.08625
1	10	0.0875
0.4	23.763	0.0875
0.8	6.001	0.0875
0.2	61.307	0.08875
0.6	8.0375	0.08875
1	10	0.09
0.4	24.449	0.09
0.8	6.1725	0.09
0.2	61.802	0.09125
0.6	8.4687	0.09125
1	10	0.0925
0.4	25.121	0.0925
0.8	6.347	0.0925
0.2	62.28	0.09375
0.6	8.9005	0.09375
1	10	0.095
0.4	25.779	0.095
0.8	6.5244	0.095
0.2	62.741	0.09625
0.6	9.3327	0.09625
1	10	0.0975
0.4	26.424	0.0975
0.8	6.7044	0.0975
0.2	63.187	0.09875
0.6	9.7647	0.09875
1	10	0.1
0.4	27.055	0.1
0.8	6.8871	0.1
0.2	63.618	0.10125
0.6	10.196	0.10125
1	10	0.1025
0.4	27.674	0.1025
0.8	7.0721	0.1025
0.2	64.035	0.10375
0.6	10.627	0.10375
1	10	0.105
0.4	28.28	0.105
0.8	7.2594	0.105
0.2	64.439	0.10625
0.6	11.056	0.10625
1	10	0.1075
0.4	28.874	0.1075
0.8	7.4488	0.1075
0.2	64.831	0.10875
0.6	11.484	0.10875
1	10	0.11
0.4	29.456	0.11
0.8	7.6401	0.11
0.2	65.212	0.11125
0.6	11.909	0.11125
1	10	0.1125
0.4	30.027	0.1125
0.8	7.8331	0.1125
0.2	65.581	0.11375
0.6	12.333	0.11375
1	10	0.115
0.4	30.587	0.115
0.8	8.0277	0.115
0.2	65.94	0.11625
0.6	12.755	0.11625
1	10	0.1175
0.4	31.135	0.1175
0.8	8.2237	0.1175
0.2	66.288	0.11875
0.6	13.174	0.11875
1	10	0.12
0.4	31.674	0.12
0.8	8.421	0.12
0.2	66.627	0.12125
0.6	13.59	0.12125
1	10	0.1225
0.4	32.201	0.1225
0.8	8.6193	0.1225
0.2	66.957	0.12375
0.6	14.004	0.12375
1	10	0.125
0.4	32.719	0.125
0.8	8.8186	0.125
0.2	67.278	0.12625
0.6	14.414	0.12625
1	10	0.1275
0.4	33.228	0.1275
0.8	9.0186	0.1275
0.2	67.591	0.12875
0.6	14.822	0.12875
1	10	0.13
0.4	33.726	0.13
0.8	9.2192	0.13
0.2	67.896	0.13125
0.6	15.226	0.13125
1	10	0.1325
0.4	34.216	0.1325
0.8	9.4203	0.1325
0.2	68.193	0.13375
0.6	15.627	0.13375
1	10	0.135
0.4	34.696	0.135
0.8	9.6217	0.135
0.2	68.483	0.13625
0.6	16.025	0.13625
1	10	0.1375
0.4	35.168	0.1375
0.8	9.8233	0.1375
0.2	68.766	0.13875
0.6	16.419	0.13875
1	10	0.14
0.4	35.631	0.14
0.8	10.025	0.14
0.2	69.043	0.14125
0.6	16.81	0.14125
1	10	0.1425
0.4	36.086	0.1425
0.8	10.227	0.1425
0.2	69.312	0.14375
0.6	17.197	0.14375
1	10	0.145
0.4	36.533	0.145
0.8	10.428	0.145
0.2	69.576	0.14625
0.6	17.58	0.14625
1	10	0.1475
0.4	36.972	0.1475
0.8	10.629	0.1475
0.2	69.834	0.14875
0.6	17.96	0.14875
1	10	0.15
0.4	37.404	0.15
0.8	10.83	0.15
0.2	70.086	0.15125
0.6	18.336	0.15125
1	10	0.1525
0.4	37.828	0.1525
0.8	11.03	0.1525
0.2	70.332	0.15375
0.6	18.709	0.15375
1	10	0.155
0.4	38.244	0.155
0.8	11.23	0.155
0.2	70.573	0.15625
0.6	19.077	0.15625
1	10	0.1575
0.4	38.654	0.1575
0.8	11.428	0.1575
0.2	70.809	0.15875
0.6	19.442	0.15875
1	10	0.16
0.4	39.057	0.16
0.8	11.627	0.16
0.2	71.04	0.16125
0.6	19.803	0.16125
