     529, 0.000000E+00, 0.000000E+00, 0.000000E+00
     630, 0.000000E+00, 0.000000E+00, 0.000000E+00
     730, 0.830016E-01,-0.308225E+00,-0.663491E-02
    1081, 0.462230E-01,-0.650294E+00,-0.508399E-02
    1111, 0.153161E+01,-0.114287E+02,-0.156734E-01
    1159, 0.367695E+00,-0.248166E+01,-0.145817E-01
    1345, 0.149165E+00,-0.157383E+01,-0.272850E-01
    1375, 0.288516E+01,-0.214822E+02,-0.322647E-01
    1423, 0.447496E+00,-0.320181E+01,-0.155863E-01
    1635, 0.212349E+00,-0.196782E+01,-0.126681E+00
    1669, 0.197746E+01,-0.145766E+02,-0.352767E-01
    1717, 0.331404E+00,-0.244691E+01, 0.280638E-01
    2803, 0.266969E+00,-0.124820E+01,-0.148925E+00
    2900, 0.863820E-01,-0.459895E+00, 0.598454E-01
    2967,-0.102779E+00, 0.967128E+00, 0.602838E-01
    3611, 0.647408E-01,-0.101422E+00, 0.130027E+00
    3641,-0.148483E+01, 0.115439E+02, 0.109465E+00
    3689,-0.546240E+00, 0.424938E+01, 0.773614E-01
    3885,-0.493341E-01, 0.553998E+00, 0.124729E+00
    3915,-0.211696E+01, 0.163158E+02, 0.120643E+00
    3963,-0.608691E+00, 0.482258E+01, 0.107783E+00
    4360,-0.639655E-01, 0.559271E+00, 0.120533E+00
    4459,-0.354290E+00, 0.302368E+01, 0.120625E+00
    4543,-0.314817E+00, 0.274090E+01, 0.116738E+00
    4875,-0.234022E-02,-0.302933E-01, 0.108207E+00
    4942, 0.149300E+01,-0.108742E+02, 0.106707E+00
    4990, 0.127062E+00,-0.503940E+00, 0.110497E+00
    5053, 0.322612E-01,-0.341026E+00, 0.644866E-01
    5248, 0.208750E+01,-0.153442E+02, 0.851103E-01
    5296, 0.470685E+00,-0.303926E+01, 0.112600E+00
    5803, 0.534918E-01,-0.388772E+00,-0.144044E+00
    5971, 0.890455E+00,-0.649370E+01, 0.874088E-01
    6227, 0.635357E+00,-0.411093E+01, 0.142845E+00
    6633, 0.228853E+00,-0.161929E+01, 0.562932E-01
    6681, 0.615854E-01,-0.111195E+00,-0.888498E-01
    6725, 0.000000E+00, 0.000000E+00, 0.000000E+00
    6840, 0.471955E+00,-0.268163E+01, 0.723970E-01
    6858, 0.180103E+00,-0.391530E+00, 0.809814E-03
    6926, 0.000000E+00, 0.000000E+00, 0.000000E+00
