     529, 0.000000E+00, 0.000000E+00, 0.000000E+00
     630, 0.000000E+00, 0.000000E+00, 0.000000E+00
     730, 0.726528E+00,-0.157431E+01, 0.152830E-01
    1081, 0.464707E-01,-0.432992E+00,-0.166058E+00
    1111,-0.895823E+00, 0.760043E+01,-0.205394E+00
    1159, 0.178204E+01,-0.101279E+02,-0.224519E+00
    1345, 0.163378E+00,-0.961091E+00,-0.328182E+00
    1375,-0.142159E+01, 0.118184E+02,-0.349471E+00
    1423, 0.201420E+01,-0.123585E+02,-0.380235E+00
    1635, 0.323589E+00,-0.133621E+01,-0.324390E+00
    1669,-0.229689E+00, 0.313099E+01,-0.473575E+00
    1717, 0.139717E+01,-0.832606E+01,-0.503544E+00
    2803, 0.420766E+00,-0.185270E+01,-0.897900E-01
    2900,-0.418242E-01, 0.203733E+01,-0.474339E+00
    2967,-0.157888E+00, 0.236678E+01,-0.497081E+00
    3611, 0.551518E+00,-0.175735E+01,-0.157450E+00
    3641, 0.432072E+00,-0.131837E+01,-0.189521E+00
    3689,-0.123829E+01, 0.978852E+01,-0.214296E+00
    3885, 0.458235E+00,-0.317883E+00, 0.155978E-01
    3915, 0.169361E+01,-0.110001E+02, 0.346727E-01
    3963,-0.124435E+01, 0.966677E+01, 0.515453E-01
    4360,-0.923566E-01, 0.351728E+01, 0.306939E+00
    4459, 0.819720E+00,-0.482607E+01, 0.332878E+00
    4543,-0.338708E+00, 0.304844E+01, 0.345678E+00
    4875,-0.667380E+00, 0.735041E+01, 0.478376E+00
    4942, 0.107531E+01,-0.728973E+01, 0.517899E+00
    4990, 0.451919E+00,-0.241763E+01, 0.498659E+00
    5053,-0.861973E+00, 0.786814E+01, 0.667144E+00
    5248,-0.191349E+00, 0.182119E+01, 0.611155E+00
    5296, 0.914412E+00,-0.521831E+01, 0.493403E+00
    5803,-0.750813E+00, 0.514541E+01, 0.145158E+01
    5971,-0.171331E+01, 0.134958E+02, 0.368382E+00
    6227, 0.963607E+00,-0.500867E+01, 0.240314E+00
    6633,-0.113231E+01, 0.908718E+01, 0.155014E+00
    6681,-0.574249E+00, 0.180590E+01, 0.740236E+00
    6725, 0.000000E+00, 0.000000E+00, 0.000000E+00
    6840, 0.690043E+00,-0.285142E+01, 0.148283E+00
    6858, 0.360583E+00,-0.114426E+00, 0.661689E-03
    6926, 0.000000E+00, 0.000000E+00, 0.000000E+00
